correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
0.0,1.0,omission,ommision,AH M IH ZH AH N,immersion,IH M ER ZH AH N,"['immersion', 'emission', 'aversion', 'omission', 'occasion', 'allusion', 'edition', 'addition', 'derision', 'parisian']"
1.0,1.0,omitted,omited,OW M AY T IH D,omitted,OW M IH T IH D,"['omitted', 'omitted', 'emitted', 'omitting', 'slighted', 'blighted', 'whited', 'bloated', 'floated', 'gloated']"
0.0,1.0,omitted,ommited,AA M AH T IH D,emitted,IH M IH T IH D,"['emitted', 'omitted', 'glutted', 'auditing', 'rioted', 'alerted', 'abetted', 'allotted', 'abated', 'awaited']"
0.0,1.0,omitted,ommitted,AA M IH T IH D,emitted,IH M IH T IH D,"['emitted', 'omitted', 'audited', 'emitted', 'omitted', 'edited', 'emitting', 'omitting', 'elated', 'allotted']"
1.0,1.0,omitting,omiting,OW M AY T IH NG,omitting,OW M IH T IH NG,"['omitting', 'emitting', 'slighting', 'smiling', 'opining', 'whiting', 'omitted', 'bloating', 'floating', 'gloating']"
0.0,1.0,omitting,ommiting,AA M AH T IH NG,auditing,AA D AH T IH NG,"['auditing', 'emitting', 'omitting', 'abutting', 'editing', 'dieting', 'rioting', 'averting', 'alerting', 'abetting']"
0.0,1.0,omitting,ommitting,AH M IH T IH NG,emitting,IH M IH T IH NG,"['emitting', 'omitting', 'averting', 'alerting', 'abating', 'abetting', 'abutting', 'awaiting', 'imaging', 'amassing']"
1.0,1.0,omnivorous,omniverous,AA M N IH V ER AH S,omnivorous,AA M N IH V ER AH S,"['omnivorous', 'carnivorous']"
0.0,0.0,omnivorously,omniverously,AA M N IH V ER AH S L IY,omnivorous,AA M N IH V ER AH S,['omnivorous']
0.0,0.0,one,noone,N UW N,noon,N UW N,"['noon', 'moon', 'known', 'loon', 'none', 'nun', 'non', 'poon', 'nine', 'rune']"
0.0,0.0,only,onyl,OW N IY L,oneal,OW N IY L,"['oneal', 'anneal', 'emil', 'snail', 'emile', 'anal', 'annul', 'annal', 'appeal', 'oval']"
1.0,1.0,ophthalmic,opthalmic,AA F TH AE L M IH K,ophthalmic,AA F TH AE L M IH K,['ophthalmic']
1.0,1.0,ophthalmologist,opthalmologist,AA F TH AH M AA L AH JH IH S T,ophthalmologist,AA F TH AH M AA L AH JH IH S T,"['ophthalmologist', 'ophthalmologist', 'ophthalmologists', 'ophthalmologists', 'ophthalmologists', 'ophthalmologists']"
1.0,1.0,ophthalmologist,opthamologist,AA F TH AH M AA L AH JH IH S T,ophthalmologist,AA F TH AH M AA L AH JH IH S T,"['ophthalmologist', 'ophthalmologist', 'ophthalmologists', 'ophthalmologists', 'ophthalmologists', 'ophthalmologists']"
1.0,1.0,ophthalmology,opthalmology,AA F TH AH L M AA L AH JH IY,ophthalmology,AA F TH AH M AA L AH JH IY,"['ophthalmology', 'ophthalmologists', 'ophthalmology']"
1.0,1.0,opinion,oppinion,AH P IH N Y AH N,opinion,AH P IH N Y AH N,"['opinion', 'grunion', 'opponent', 'appearance', 'opinions', 'pinion', 'minions', 'pillion', 'poignant', 'lavinia']"
1.0,1.0,opponent,oponent,AH P OW N AH N T,opponent,AH P OW N AH N T,"['opponent', 'apparent', 'upfront', 'imminent', 'immanent', 'eminent', 'opinion', 'penchant', 'pungent', 'pendant']"
1.0,1.0,opportunity,oportunity,AA P ER T UW N AH T IY,opportunity,AA P ER T UW N AH T IY,"['opportunity', 'opportunist', 'opportunities']"
0.0,0.0,opposite,oposite,OW P AA Z AH T,opossum,OW P AA S AH M,"['opossum', 'closet', 'plazas', 'profit', 'prophet', 'opiates', 'roseate', 'peasant', 'poznan', 'posits']"
1.0,1.0,opposition,oposition,OW P AH Z IH SH AH N,opposition,AA P AH Z IH SH AH N,"['opposition', 'coalition', 'patrician', 'position', 'possession', 'physician', 'deposition', 'supposition', 'imposition', 'reposition']"
1.0,1.0,oppression,opression,AH P R EH SH AH N,oppression,AH P R EH SH AH N,"['oppression', 'aggression', 'accretion', 'obsession', 'attrition', 'accession', 'apportion', 'affection', 'abortion', 'especial']"
1.0,1.0,oppressive,opressive,AH P R EH S IH V,oppressive,AH P R EH S IH V,"['oppressive', 'aggressive', 'oppresses', 'oppressing', 'abrasive', 'obsessive', 'oppressors', 'offensive', 'recessive', 'possessive']"
1.0,1.0,optimism,optomism,AA P T AH M IH Z AH M,optimism,AA P T IH M IH Z AH M,"['optimism', 'pessimism']"
0.0,0.0,really,erally,EH R AH L IY,eerily,IH R AH L IY,"['eerily', 'orally', 'emilie', 'emily', 'irony', 'italy', 'easily', 'trolley', 'frilly', 'brolly']"
0.0,0.0,origin,orgin,AO R JH AH N,organ,AO R G AH N,"['organ', 'orphan', 'orson', 'orion', 'arden', 'aryan', 'arson', 'arlen', 'ordain', 'alton']"
0.0,0.0,organism,organim,AO R G AH N AH M,arcanum,AA R K AH N AH M,"['arcanum', 'orgasm', 'organize', 'orphanage', 'laudanum', 'oranges', 'oregano', 'gorgons', 'morgans', 'organist']"
1.0,1.0,original,origional,ER IH JH AH N AH L,original,ER IH JH AH N AH L,"['original', 'regional', 'originate', 'virginal', 'digital', 'biphenyl', 'terminal', 'juvenile', 'personal', 'originally']"
1.0,1.0,originally,originaly,ER IH JH AH N AH L IY,originally,ER IH JH AH N AH L IY,"['originally', 'originals', 'regionally', 'digitally', 'terminally', 'personally', 'aborigine', 'original', 'originally', 'urgently']"
1.0,1.0,originally,originnally,ER IH JH IH N AH L IY,originally,ER IH JH AH N AH L IY,"['originally', 'originals', 'surgically', 'originally', 'original']"
1.0,1.0,originally,orignally,ER IH G N AH L IY,originally,ER IH JH N AH L IY,"['originally', 'dignity', 'signals', 'signalled', 'serenely', 'eternally', 'eternally', 'initially', 'gainfully', 'illegally']"
0.0,0.0,other,otehr,OW T ER,oder,OW D ER,"['oder', 'odour', 'utter', 'eater', 'outer', 'otter', 'ochre', 'omer', 'oats', 'oates']"
1.0,1.0,overshadowed,overshaddowed,OW V ER SH AE D OW D,overshadowed,OW V ER SH AE D OW D,"['overshadowed', 'overshadows', 'overshadow', 'overshadowing']"
1.0,1.0,overwhelming,overwelming,OW V ER W EH L M IH NG,overwhelming,OW V ER W EH L M IH NG,"['overwhelming', 'overwhelms', 'overwhelmed', 'overwhelming', 'overselling', 'overwhelmed', 'overwhelms', 'overwhelm', 'overwhelmingly', 'overwhelm']"
1.0,1.0,oxygen,oxigen,AA K S IH JH AH N,oxygen,AA K S IH JH AH N,"['oxygen', 'oxygen', 'excision', 'oxbridge', 'stygian', 'moccasin', 'dioxin', 'toxins', 'exigent', 'smidgen']"
0.0,0.0,oxymoron,oximoron,AA K S IH M ER AA N,,,[]
1.0,1.0,paid,paide,P EY D,paid,P EY D,"['paid', 'peed', 'pied', 'pate', 'fade', 'bade', 'bayed', 'pad', 'cade', 'pawed']"
1.0,1.0,paid,payed,P EY D,paid,P EY D,"['paid', 'peed', 'pied', 'pate', 'fade', 'bade', 'bayed', 'pad', 'cade', 'pawed']"
0.0,0.0,place,palce,P AE L S,pals,P AE L Z,"['pals', 'pulse', 'pats', 'paths', 'packs', 'pax', 'pacts', 'palau', 'pills', 'pearls', 'perls']"
1.0,1.0,pamphlet,pamplet,P AE M P L AH T,pamphlet,P AE M F L AH T,"['pamphlet', 'template', 'rampant', 'amulet', 'palatine', 'hamlets', 'parameter', 'amputee', 'amplify', 'pamphlets']"
1.0,1.0,pantomime,pantomine,P AE N T AH M IY N,pantomime,P AE N T AH M AY M,"['pantomime', 'pantaloon', 'palomino', 'plantains', 'plantain']"
1.0,1.0,parakeets,parrakeets,P EH R AH K IY T S,parakeets,P EH R AH K IY T S,"['parakeets', 'parasites', 'parachutes', 'parallax', 'paradox', 'apricots', 'protects', 'products', 'parakeet', 'parents']"
1.0,1.0,parallel,paralel,P EH R AH L EH L,parallel,P EH R AH L EH L,"['parallel', 'perilous', 'parable', 'caravelle', 'caravel', 'carousel', 'parapet', 'prayerful', 'petrels', 'imperil']"
1.0,1.0,parallel,paralell,P EH R AH L EH L,parallel,P EH R AH L EH L,"['parallel', 'perilous', 'parable', 'caravelle', 'caravel', 'carousel', 'parapet', 'prayerful', 'petrels', 'imperil']"
1.0,1.0,parallel,parralel,P EH R AH L AH L,parallel,P EH R AH L EH L,"['parallel', 'perilous', 'parable', 'caramel', 'bearable', 'carolus', 'marilyn', 'marilynn', 'garrulous', 'paraffin']"
1.0,1.0,parallel,parrallel,P EH R AH L EH L,parallel,P EH R AH L EH L,"['parallel', 'perilous', 'parable', 'caravelle', 'caravel', 'carousel', 'parapet', 'prayerful', 'petrels', 'imperil']"
1.0,1.0,parallel,parrallell,P EH R AH L EH L,parallel,P EH R AH L EH L,"['parallel', 'perilous', 'parable', 'caravelle', 'caravel', 'carousel', 'parapet', 'prayerful', 'petrels', 'imperil']"
1.0,1.0,paraphernalia,paraphenalia,P EH R AH F AH N EY L Y AH,paraphernalia,P EH R AH F AH N EY L Y AH,['paraphernalia']
0.0,0.0,parenthesis,paranthesis,P EH R AH N TH EH S IH S,,,[]
1.0,1.0,parliamentarian,paliamentarian,P EY L IY AH M EH N T EH R IY AH N,parliamentarian,P AA R L AH M EH N T EH R IY AH N,['parliamentarian']
0.0,0.0,particular,parituclar,P EH R AH T UW K L ER,paratrooper,P EH R AH T R UW P ER,['paratrooper']
0.0,0.0,particularly,particularily,P ER T IH K Y AH L EH R AH L IY,particularity,P ER T IH K Y AH L AE R AH T IY,['particularity']
0.0,0.0,passed,pased,P EY S T,paste,P EY S T,"['paste', 'paced', 'pieced', 'pest', 'faced', 'based', 'baste', 'pissed', 'pursed', 'post']"
1.0,1.0,pastime,pasttime,P AE S T AY M,pastime,P AE S T AY M,"['pastime', 'peacetime', 'pastel', 'pastors', 'pastiche', 'halftime', 'chastise', 'ragtime', 'sometime', 'epstein']"
1.0,1.0,pastoral,pastural,P AE S CH ER AH L,pastoral,P AE S T ER AH L,"['pastoral', 'passable', 'passably', 'naturally', 'natural', 'pastures', 'pasture']"
1.0,1.0,patented,pattented,P AE T AH N T IH D,patented,P AE T AH N T IH D,"['patented', 'patented', 'patenting', 'talented', 'patently', 'patronage', 'stunted', 'patents', 'planted', 'patent']"
1.0,1.0,peculiar,peculure,P EH K Y AH L Y ER,peculiar,P AH K Y UW L Y ER,"['peculiar', 'peculiar', 'secular']"
0.0,0.0,pejorative,perjorative,P ER JH ER AH T IH V,prerogative,P ER AA G AH T IH V,"['prerogative', 'productive', 'generative', 'operatives', 'operative']"
0.0,1.0,penalty,penatly,P EH N AH T L IY,minutely,M IH N AH T L IY,"['minutely', 'penalty', 'politely', 'painterly', 'painfully', 'generally', 'penalize', 'parities', 'pennants', 'pencils']"
1.0,1.0,peninsula,penninsula,P EH N IH N S AH L AH,peninsula,P AH N IH N S AH L AH,"['peninsula', 'peninsular', 'pensacola']"
1.0,1.0,peninsular,penninsular,P EH N IH N S AH L ER,peninsular,P AH N IH N S AH L ER,"['peninsular', 'peninsula']"
0.0,0.0,peninsula,pennisula,P EH N IY S UW L AH,penniless,P EH N IY L AH S,['penniless']
1.0,1.0,people,peopel,P IY P AH L,people,P IY P AH L,"['people', 'papal', 'purple', 'popple', 'penal', 'feeble', 'pebble', 'maple', 'fipple', 'peafowl']"
0.0,0.0,perceived,percepted,P ER S EH P T IH D,perceptive,P ER S EH P T IH V,"['perceptive', 'persisted', 'percentage', 'excepted', 'accepted', 'purported', 'separated', 'intercepted', 'percept']"
1.0,1.0,perceived,percieved,P ER S IY V D,perceived,P ER S IY V D,"['perceived', 'perceives', 'received', 'received', 'deceived', 'received', 'perseus', 'persuade', 'pervades', 'pilloried']"
1.0,1.0,performance,performence,P ER F AO R M AH N S,performance,P ER F AO R M AH N S,"['performance', 'performances', 'performances']"
1.0,1.0,performs,performes,P ER F AO R M Z,performs,P ER F AO R M Z,"['performs', 'performed', 'performer', 'reforms', 'reforms', 'informs', 'perfumes', 'forearms', 'forearms', 'forelimbs']"
1.0,1.0,perhaps,perhasp,P ER HH AE S P,perhaps,P ER HH AE P S,"['perhaps', 'perchance', 'percept', 'perspire', 'powerhouse']"
1.0,1.0,perhaps,perheaps,P ER HH IY P S,perhaps,P ER HH AE P S,"['perhaps', 'perseus', 'spurious', 'powerhouse', 'purpose', 'heaps', 'peeps']"
0.0,0.0,perhaps,perhpas,P ER P AA Z,papas,P AA P AA Z,"['papas', 'purpose', 'papas', 'puppies', 'pipers', 'peppers', 'papers', 'poppers', 'pariahs', 'poppies']"
0.0,1.0,purpose,perphas,P ER F AH Z,pariahs,P ER AY AH Z,"['pariahs', 'purpose', 'surface', 'purchase', 'papas', 'purses', 'surfers', 'perches', 'passes', 'purges']"
1.0,1.0,peripatetic,peripathetic,P EH R AH P AH TH EH T IH K,peripatetic,P EH R AH P AH T EH T IH K,['peripatetic']
1.0,1.0,perjury,perjery,P ER JH ER IY,perjury,P ER JH ER IY,"['perjury', 'surgery', 'perjured', 'purges', 'purging', 'puffery', 'pagers', 'pillory', 'powdery', 'pottery']"
0.0,1.0,permanent,permenant,P ER M AH N AH N T,permanence,P ER M AH N AH N S,"['permanence', 'permanent', 'ruminant', 'dominant', 'imminent', 'immanent', 'prominent', 'eminent', 'pungent']"
1.0,1.0,permissible,permissable,P ER M IH S AH B AH L,permissible,P ER M IH S AH B AH L,"['permissible', 'admissible', 'personable', 'immiscible', 'permeable', 'miscible']"
0.0,0.0,permission,premission,P R IY M IH SH AH N,cremation,K R IY M EY SH AH N,"['cremation', 'promotion', 'precision', 'precession', 'precaution', 'patrician', 'partition', 'resumption', 'prescience', 'remission']"
1.0,1.0,perpendicular,perpindicular,P ER P IH N D IH K Y AH L ER,perpendicular,P ER P AH N D IH K Y AH L ER,['perpendicular']
1.0,1.0,persistence,persistance,P ER S IH S T AH N S,persistence,P ER S IH S T AH N S,"['persistence', 'persistent', 'insistence', 'assistance', 'assistants', 'persists']"
1.0,1.0,persistent,persistant,P ER S IH S T AH N T,persistent,P ER S IH S T AH N T,"['persistent', 'persistence', 'percipient', 'percipient', 'insistent', 'assistant', 'assistants', 'persistently']"
1.0,1.0,personnel,personel,P ER S AH N EH L,personnel,P ER S AH N EH L,"['personnel', 'personal', 'percival', 'pursuant', 'patterson', 'paterson', 'peterson', 'petersen', 'sunbelt', 'personally']"
1.0,1.0,personnel,personell,P ER S AH N EH L,personnel,P ER S AH N EH L,"['personnel', 'personal', 'percival', 'pursuant', 'patterson', 'paterson', 'peterson', 'petersen', 'sunbelt', 'personally']"
1.0,1.0,personnel,personnell,P ER S AH N EH L,personnel,P ER S AH N EH L,"['personnel', 'personal', 'percival', 'pursuant', 'patterson', 'paterson', 'peterson', 'petersen', 'sunbelt', 'personally']"
1.0,1.0,persuade,pursuade,P ER S W EY D,persuade,P ER S W EY D,"['persuade', 'password', 'dissuade', 'perceived', 'paraded', 'pertained', 'personae', 'parading', 'pervades', 'assuaged']"
1.0,1.0,persuaded,pursuaded,P ER S W EY D IH D,persuaded,P ER S W EY D IH D,"['persuaded', 'persuaded', 'persuading', 'dissuaded', 'persuasive', 'persuades', 'pervaded', 'persuade', 'paraded']"
1.0,1.0,persuades,pursuades,P ER S W EY D Z,persuades,P ER S W EY D Z,"['persuades', 'passwords', 'mercedes', 'persuade', 'persuaded', 'persuaded', 'pervades', 'persuading', 'parades']"
0.0,0.0,persuading,pususading,P Y UW S AH D IH NG,,,[]
1.0,1.0,perturbation,pertubation,P ER CH AH B EY SH AH N,perturbation,P ER T ER B EY SH AH N,"['perturbation', 'approbation']"
1.0,1.0,perturbations,pertubations,P ER CH AH B EY SH AH N Z,perturbations,P ER T ER B EY SH AH N Z,['perturbations']
1.0,1.0,petition,petetion,P AH T IY SH AH N,petition,P AH T IH SH AH N,"['petition', 'phoenician', 'possession', 'position', 'pollution', 'venetian', 'percussion', 'optician', 'accretion', 'petunia']"
0.0,1.0,phenomena,phenonmena,F AH N AA N M EH N AH,phenomenal,F AH N AA M AH N AH L,"['phenomenal', 'phenomena']"
0.0,1.0,phenomenal,phenomenonal,F AH N AA M AH N AA N AH L,phenomenally,F AH N AA M AH N AH L IY,"['phenomenally', 'phenomenon', 'phenomenal']"
1.0,1.0,phenomenally,phenomenonly,F AH N AA M AH N AA N L IY,phenomenally,F AH N AA M AH N AH L IY,"['phenomenally', 'phenomenology', 'phenomenon']"
1.0,1.0,phenomenon,phenomonenon,F AH N AA M AH N AH N,phenomenon,F AH N AA M AH N AA N,"['phenomenon', 'phenomenal', 'nomination', 'phenomena', 'phenomenally']"
1.0,1.0,pheromone,feromone,F EH R AH M OW N,pheromone,F EH R AH M OW N,"['pheromone', 'ferryman', 'baritone', 'pheromones', 'ceremony', 'ramona', 'ramon']"
1.0,1.0,philosopher,philisopher,F IH L IH S AH F ER,philosopher,F AH L AA S AH F ER,"['philosopher', 'felicity']"
1.0,1.0,philosophical,philisophical,F IH L IH S AA F IH K AH L,philosophical,F IH L AH S AA F IH K AH L,"['philosophical', 'philosophically', 'philosophically']"
0.0,1.0,philosophy,philisophy,F IH L IH S AH F IY,felicity,F IH L IH S AH T IY,"['felicity', 'philosophy']"
1.0,1.0,phonetic,fonetic,F AH N EH T IH K,phonetic,F AH N EH T IH K,"['phonetic', 'fanatic', 'kinetic', 'genetic', 'kinetic', 'phonemic', 'phenolic', 'pathetic', 'generic', 'frantic']"
0.0,1.0,phonograph,phongraph,F AH N G R AE F,autograph,AO T AH G R AE F,"['autograph', 'phonograph', 'photograph']"
0.0,0.0,piece,peice,P AY S,pies,P AY Z,"['pies', 'bice', 'pace', 'purse', 'pos', 'piss', 'pass', 'puss', 'pus', 'poss']"
1.0,1.0,pilgrimage,pilgrimmage,P IH L G R AH M IH JH,pilgrimage,P IH L G R AH M IH JH,"['pilgrimage', 'pilgrimage', 'pilgrims', 'pilgrim', 'pilgrimages']"
1.0,1.0,pilgrimages,pilgrimmages,P IH L G R AH M IH JH IH Z,pilgrimages,P IH L G R AH M IH JH IH Z,"['pilgrimages', 'pilgrimage']"
1.0,1.0,pineapple,pinapple,P IH N AE P AH L,pineapple,P AY N AE P AH L,"['pineapple', 'pinnacle', 'personal', 'pimples', 'spindle', 'enamels', 'pineapples', 'pimple', 'snapple', 'enamel']"
0.0,1.0,pineapple,pinnaple,P IH N AH P AH L,pinnacle,P IH N AH K AH L,"['pinnacle', 'pineapple', 'finagle', 'winnable', 'pitiful', 'pivotal', 'minimal', 'uncouple', 'personal', 'pimples']"
1.0,1.0,pitch,pich,P IH CH,pitch,P IH CH,"['pitch', 'patch', 'perch', 'fitch', 'bitch', 'poach', 'peach', 'kitsch', 'piss', 'putsch']"
0.0,1.0,plaintiff,plantiff,P L AE N T IH F,planted,P L AE N T IH D,"['planted', 'planting', 'plaintiff', 'plaintive', 'plantain', 'planters', 'planted', 'plastic', 'slanted', 'slanting']"
0.0,1.0,planned,planed,P L EY N D,planed,P L EY N D,"['planed', 'planned', 'plains', 'planes', 'plano', 'planar', 'planer', 'plainer', 'plagued', 'blind']"
1.0,1.0,playwright,playwrite,P L EY R AY T,playwright,P L EY R AY T,"['playwright', 'fluorite', 'fluorite', 'playmate', 'placate', 'playroom', 'albright', 'plated', 'plated', 'plaited']"
1.0,1.0,playwrights,playwrites,P L EY R AY T S,playwrights,P L EY R AY T S,"['playwrights', 'playmates', 'playtex', 'shipwrights', 'primates', 'privates', 'pilatus', 'playwright', 'uprights', 'plates', 'plaits']"
1.0,1.0,pleasant,plesant,P L EH Z AH N T,pleasant,P L EH Z AH N T,"['pleasant', 'present', 'presence', 'clement', 'pendant', 'penchant', 'apparent', 'pollinate', 'parents', 'peasants']"
0.0,1.0,poem,peom,P IY AH M,pm,P IY EH M,"['pm', 'poem', 'peon', 'paean', 'liam', 'plum', 'plumb', 'pierre', 'peeing', 'prim']"
1.0,1.0,poems,peoms,P IY AH M Z,poems,P OW AH M Z,"['poems', 'peons', 'paeans', 'plums', 'proms', 'primes', 'crumbs', 'dirhams', 'palms', 'plumbed']"
1.0,1.0,poetry,peotry,P IY AH T R IY,poetry,P OW AH T R IY,"['poetry', 'pastry', 'poultry', 'pantry', 'paltry', 'fealty', 'country', 'sultry', 'dmitri', 'realty']"
1.0,1.0,program,progrom,P R OW G R AH M,program,P R OW G R AE M,"['program', 'programme', 'progress', 'pilgrim', 'protium', 'pogroms', 'pogrom', 'programs', 'programmer', 'programmed']"
1.0,1.0,programs,progroms,P R OW G R AA M Z,programs,P R OW G R AE M Z,"['programs', 'programmed', 'programmer', 'pogroms', 'pogroms', 'programmers', 'program', 'programme']"
1.0,1.0,poison,poisin,P OY Z AE N,poison,P OY Z AH N,"['poison', 'posen', 'roseanne', 'rosanne', 'suzanne', 'susanne', 'cezanne', 'petain', 'pizzazz', 'pizazz']"
0.0,0.0,pollinator,polinator,P AA L AH N EY T ER,applicator,AE P L AH K EY T ER,"['applicator', 'pollinate', 'polonaise']"
1.0,1.0,pollute,polute,P AH L UW T,pollute,P AH L UW T,"['pollute', 'salute', 'polite', 'collude', 'pellet', 'perlite', 'palette', 'pallet', 'palate', 'pursuit']"
1.0,1.0,polluted,poluted,P AH L UW T IH D,polluted,P AH L UW T IH D,"['polluted', 'polluted', 'polluting', 'colluded', 'polluters', 'saluted', 'pelleted', 'piloted', 'saluting', 'pirated']"
1.0,1.0,pollutes,polutes,P AH L UW T S,pollutes,P AH L UW T S,"['pollutes', 'salutes', 'polluter', 'pellets', 'pallets', 'palates', 'pursuits', 'pilots', 'dilutes', 'cahoots']"
1.0,1.0,polluting,poluting,P AH L UW T IH NG,polluting,P AH L UW T IH NG,"['polluting', 'saluting', 'polluted', 'colluding', 'piloting', 'diluting', 'ballooning', 'diluting', 'policing', 'polluters']"
1.0,1.0,pollution,polution,P AH L UW SH AH N,pollution,P AH L UW SH AH N,"['pollution', 'solution', 'collusion', 'dilution', 'dilution', 'palatial', 'petition', 'position', 'possession', 'polluted']"
0.0,0.0,pomegranate,pomegranite,P AH M EH G R AH N AY T,,,[]
1.0,1.0,popularity,popularaty,P AA P Y AH L EH R AH T IY,popularity,P AA P Y AH L EH R AH T IY,['popularity']
0.0,1.0,portrayed,protrayed,P R OW T R EY D,protrude,P R OW T R UW D,"['protrude', 'protease', 'portrayed', 'portrays', 'powertrain', 'protege', 'rotated', 'retrained', 'prorate', 'portray']"
0.0,1.0,positron,positon,P AA Z AH T AH N,posited,P AA Z AH T AH D,"['posited', 'positive', 'petition', 'spartan', 'appleton', 'deposit', 'positron', 'parton', 'posits', 'poznan']"
1.0,1.0,position,possition,P AH Z IH SH AH N,position,P AH Z IH SH AH N,"['position', 'possession', 'physician', 'petition', 'permission', 'magician', 'commission', 'pollution', 'punishes', 'percussion']"
0.0,0.0,position,postion,P AA S CH AH N,faustian,F AO S CH AH N,"['faustian', 'poznan', 'bastion', 'boston', 'postures', 'parson', 'piston', 'parton', 'pardon', 'pastas']"
0.0,1.0,possess,posess,P OW Z AH S,poses,P OW Z AH Z,"['poses', 'posen', 'moses', 'polis', 'poses', 'pauses', 'possess', 'posts', 'bogus', 'moses']"
